Data type,Cancer group/site,Year,Sex,Age group (years),Count,"Age-specific rate
(per 100,000)",ICD10 codes
Actual,Colorectal cancer,2003,Females,05–09,1,0.2,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2003,Females,10–14,4,0.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2003,Females,15–19,9,1.3,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2003,Females,20–24,11,1.7,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2003,Females,25–29,21,3.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2003,Females,30–34,36,4.7,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2003,Females,35–39,67,9.2,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2003,Females,40–44,114,14.9,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2003,Females,45–49,220,31.3,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2003,Females,50–54,345,53.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2003,Females,55–59,428,75.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2003,Females,60–64,577,135.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2003,Females,65–69,699,193.7,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2003,Females,70–74,821,251.9,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2003,Females,75–79,884,299.9,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2003,Females,80–84,820,374.9,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2003,Females,85–89,475,380.8,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2003,Females,90+,248,366.9,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2003,Females,Unknown,0,. .,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2004,Females,00–04,0,0.0,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2004,Females,05–09,0,0.0,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2004,Females,10–14,7,1.0,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2004,Females,15–19,13,1.9,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2004,Females,20–24,16,2.4,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2004,Females,25–29,15,2.2,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2004,Females,30–34,30,3.9,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2004,Females,35–39,64,8.8,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2004,Females,40–44,124,16.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2004,Females,45–49,204,28.4,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2004,Females,50–54,349,53.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2004,Females,55–59,421,71.5,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2004,Females,60–64,541,121.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2004,Females,65–69,723,194.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2004,Females,70–74,847,262.2,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2004,Females,75–79,927,312.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2004,Females,80–84,864,379.8,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2004,Females,85–89,507,403.8,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2004,Females,90+,243,342.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2004,Females,Unknown,0,. .,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2005,Females,00–04,0,0.0,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2005,Females,05–09,1,0.2,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2005,Females,10–14,10,1.5,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2005,Females,15–19,16,2.4,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2005,Females,20–24,17,2.4,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2005,Females,25–29,21,3.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2005,Females,30–34,42,5.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2005,Females,35–39,69,9.3,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2005,Females,40–44,127,16.5,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2005,Females,45–49,185,25.3,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2005,Females,50–54,324,48.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2005,Females,55–59,476,77.9,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2005,Females,60–64,562,120.7,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2005,Females,65–69,677,177.3,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2005,Females,70–74,809,251.2,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2005,Females,75–79,951,320.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2005,Females,80–84,905,387.4,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2005,Females,85–89,545,417.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2005,Females,90+,262,348.5,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2005,Females,Unknown,0,. .,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2006,Females,00–04,0,0.0,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2006,Females,05–09,1,0.2,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2006,Females,10–14,6,0.9,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2006,Females,15–19,14,2.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2006,Females,20–24,26,3.7,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2006,Females,25–29,23,3.4,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2006,Females,30–34,43,5.8,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2006,Females,35–39,57,7.5,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2006,Females,40–44,118,15.5,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2006,Females,45–49,236,31.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2006,Females,50–54,341,50.3,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2006,Females,55–59,525,83.5,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2006,Females,60–64,598,122.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2006,Females,65–69,762,194.8,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2006,Females,70–74,812,250.8,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2006,Females,75–79,993,334.7,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2006,Females,80–84,915,386.0,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2006,Females,85–89,560,407.2,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2006,Females,90+,260,333.8,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2006,Females,Unknown,0,. .,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2007,Females,00–04,0,0.0,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2007,Females,05–09,0,0.0,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2007,Females,10–14,3,0.4,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2007,Females,15–19,10,1.4,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2007,Females,20–24,28,3.9,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2007,Females,25–29,23,3.2,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2007,Females,30–34,41,5.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2007,Females,35–39,79,10.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2007,Females,40–44,143,18.9,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2007,Females,45–49,244,32.0,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2007,Females,50–54,364,52.7,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2007,Females,55–59,558,88.8,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2007,Females,60–64,634,120.4,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2007,Females,65–69,891,220.8,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2007,Females,70–74,858,258.5,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2007,Females,75–79,967,326.3,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2007,Females,80–84,877,364.4,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2007,Females,85–89,564,387.7,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2007,Females,90+,276,341.9,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2007,Females,Unknown,0,. .,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2008,Females,00–04,0,0.0,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2008,Females,05–09,1,0.2,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2008,Females,10–14,5,0.7,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2008,Females,15–19,16,2.3,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2008,Females,20–24,14,1.9,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2008,Females,25–29,30,4.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2008,Females,30–34,41,5.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2008,Females,35–39,62,7.7,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2008,Females,40–44,125,16.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2008,Females,45–49,219,28.2,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2008,Females,50–54,370,52.5,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2008,Females,55–59,532,83.5,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2008,Females,60–64,655,117.4,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2008,Females,65–69,827,198.7,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2008,Females,70–74,849,249.5,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2008,Females,75–79,953,322.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2008,Females,80–84,891,364.3,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2008,Females,85–89,650,424.7,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2008,Females,90+,270,328.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2008,Females,Unknown,0,. .,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2009,Females,00–04,1,0.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2009,Females,05–09,1,0.2,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2009,Females,10–14,7,1.0,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2009,Females,15–19,19,2.7,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2009,Females,20–24,22,2.9,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2009,Females,25–29,25,3.2,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2009,Females,30–34,50,6.8,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2009,Females,35–39,73,9.0,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2009,Females,40–44,142,18.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2009,Females,45–49,220,28.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2009,Females,50–54,366,50.8,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2009,Females,55–59,464,71.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2009,Females,60–64,671,116.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2009,Females,65–69,711,163.3,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2009,Females,70–74,876,249.8,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2009,Females,75–79,934,316.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2009,Females,80–84,949,383.2,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2009,Females,85–89,631,392.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2009,Females,90+,305,365.3,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2009,Females,Unknown,0,. .,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2010,Females,00–04,0,0.0,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2010,Females,05–09,0,0.0,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2010,Females,10–14,6,0.9,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2010,Females,15–19,18,2.5,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2010,Females,20–24,12,1.5,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2010,Females,25–29,37,4.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2010,Females,30–34,42,5.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2010,Females,35–39,100,12.4,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2010,Females,40–44,126,16.3,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2010,Females,45–49,244,31.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2010,Females,50–54,363,49.3,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2010,Females,55–59,537,81.4,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2010,Females,60–64,689,115.3,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2010,Females,65–69,814,178.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2010,Females,70–74,891,246.9,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2010,Females,75–79,894,302.0,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2010,Females,80–84,979,390.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2010,Females,85–89,649,388.8,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2010,Females,90+,290,329.3,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2010,Females,Unknown,0,. .,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2011,Females,00–04,0,0.0,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2011,Females,05–09,1,0.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2011,Females,10–14,8,1.2,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2011,Females,15–19,13,1.8,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2011,Females,20–24,25,3.2,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2011,Females,25–29,51,6.2,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2011,Females,30–34,59,7.7,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2011,Females,35–39,97,12.3,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2011,Females,40–44,125,15.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2011,Females,45–49,245,31.5,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2011,Females,50–54,391,51.8,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2011,Females,55–59,540,80.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2011,Females,60–64,671,109.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2011,Females,65–69,744,155.0,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2011,Females,70–74,950,256.5,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2011,Females,75–79,969,323.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2011,Females,80–84,945,372.8,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2011,Females,85–89,715,417.3,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2011,Females,90+,330,354.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2011,Females,Unknown,0,. .,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2012,Females,00–04,0,0.0,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2012,Females,05–09,1,0.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2012,Females,10–14,8,1.2,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2012,Females,15–19,10,1.4,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2012,Females,20–24,40,5.0,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2012,Females,25–29,51,6.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2012,Females,30–34,69,8.7,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2012,Females,35–39,83,10.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2012,Females,40–44,140,17.0,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2012,Females,45–49,238,30.7,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2012,Females,50–54,346,45.0,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2012,Females,55–59,512,74.2,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2012,Females,60–64,655,106.2,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2012,Females,65–69,849,165.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2012,Females,70–74,846,220.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2012,Females,75–79,913,299.4,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2012,Females,80–84,936,370.7,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2012,Females,85–89,704,403.5,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2012,Females,90+,342,345.4,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2012,Females,Unknown,0,. .,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2013,Females,00–04,0,0.0,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2013,Females,05–09,1,0.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2013,Females,10–14,15,2.2,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2013,Females,15–19,25,3.5,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2013,Females,20–24,35,4.3,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2013,Females,25–29,58,6.8,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2013,Females,30–34,64,7.8,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2013,Females,35–39,91,11.7,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2013,Females,40–44,151,18.0,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2013,Females,45–49,273,35.3,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2013,Females,50–54,354,45.3,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2013,Females,55–59,476,67.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2013,Females,60–64,615,97.9,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2013,Females,65–69,803,147.9,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2013,Females,70–74,898,225.7,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2013,Females,75–79,924,296.2,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2013,Females,80–84,895,356.0,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2013,Females,85–89,713,401.4,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2013,Females,90+,347,331.7,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2013,Females,Unknown,0,. .,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2014,Females,00–04,1,0.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2014,Females,05–09,2,0.3,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2014,Females,10–14,14,2.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2014,Females,15–19,26,3.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2014,Females,20–24,34,4.2,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2014,Females,25–29,53,6.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2014,Females,30–34,77,9.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2014,Females,35–39,86,11.0,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2014,Females,40–44,145,17.2,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2014,Females,45–49,232,29.7,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2014,Females,50–54,392,49.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2014,Females,55–59,447,62.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2014,Females,60–64,706,110.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2014,Females,65–69,774,137.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2014,Females,70–74,859,206.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2014,Females,75–79,1007,312.8,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2014,Females,80–84,885,353.0,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2014,Females,85–89,713,396.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2014,Females,90+,368,333.0,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2014,Females,Unknown,0,. .,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2015,Females,00–04,0,0.0,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2015,Females,05–09,1,0.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2015,Females,10–14,15,2.2,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2015,Females,15–19,32,4.5,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2015,Females,20–24,37,4.5,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2015,Females,25–29,60,6.7,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2015,Females,30–34,91,10.4,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2015,Females,35–39,82,10.4,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2015,Females,40–44,179,21.4,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2015,Females,45–49,267,33.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2015,Females,50–54,382,48.3,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2015,Females,55–59,469,63.8,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2015,Females,60–64,645,98.7,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2015,Females,65–69,830,142.3,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2015,Females,70–74,989,227.9,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2015,Females,75–79,943,283.7,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2015,Females,80–84,889,355.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2015,Females,85–89,756,416.5,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2015,Females,90+,370,320.3,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2015,Females,Unknown,0,. .,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2016,Females,00–04,0,0.0,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2016,Females,05–09,1,0.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2016,Females,10–14,14,2.0,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2016,Females,15–19,26,3.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2016,Females,20–24,26,3.1,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2016,Females,25–29,57,6.3,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2016,Females,30–34,103,11.4,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2016,Females,35–39,96,11.9,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2016,Females,40–44,169,20.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2016,Females,45–49,287,35.0,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2016,Females,50–54,360,45.8,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2016,Females,55–59,463,61.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2016,Females,60–64,612,91.7,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2016,Females,65–69,799,132.3,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2016,Females,70–74,1053,232.3,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2016,Females,75–79,973,283.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2016,Females,80–84,886,350.8,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2016,Females,85–89,658,359.6,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2016,Females,90+,378,313.8,C18–C20 (mortality data includes C26.0)
Actual,Colorectal cancer,2016,Females,Unknown,0,. .,C18–C20 (mortality data includes C26.0)
Projections,Colorectal cancer,2017,Females,00–04,0,0.0,C18–C20 (mortality data includes C26.0)
Projections,Colorectal cancer,2017,Females,05–09,2,0.3,C18–C20 (mortality data includes C26.0)
Projections,Colorectal cancer,2017,Females,10–14,18,2.5,C18–C20 (mortality data includes C26.0)
Projections,Colorectal cancer,2017,Females,15–19,30,4.2,C18–C20 (mortality data includes C26.0)
Projections,Colorectal cancer,2017,Females,20–24,37,4.4,C18–C20 (mortality data includes C26.0)
Projections,Colorectal cancer,2017,Females,25–29,70,7.6,C18–C20 (mortality data includes C26.0)
Projections,Colorectal cancer,2017,Females,30–34,105,11.4,C18–C20 (mortality data includes C26.0)
Projections,Colorectal cancer,2017,Females,35–39,101,12.1,C18–C20 (mortality data includes C26.0)
Projections,Colorectal cancer,2017,Females,40–44,159,19.7,C18–C20 (mortality data includes C26.0)
Projections,Colorectal cancer,2017,Females,45–49,289,34.4,C18–C20 (mortality data includes C26.0)
Projections,Colorectal cancer,2017,Females,50–54,353,45.2,C18–C20 (mortality data includes C26.0)
